Scenario,Month,Illuminance(lux)
lowE(2)/Clear-HTcellular, 07,877.74
lowE(2)/Clear-HTcellular, 08,883.46
lowE(2)/Clear-HTcellular, 09,833.0
lowE(2)/Clear-HTcellular, 10,694.18
lowE(2)/Clear-HTcellular, 11,461.93
lowE(2)/Clear-HTcellular, 12,383.24
lowE(2)/Clear-LTcellular, 01,228.39
lowE(2)/Clear-LTcellular, 02,299.4
lowE(2)/Clear-LTcellular, 03,337.53
lowE(2)/Clear-LTcellular, 04,376.34
lowE(2)/Clear-LTcellular, 05,377.54
lowE(2)/Clear-LTcellular, 06,387.02
lowE(2)/Clear-LTcellular, 07,372.09
lowE(2)/Clear-LTcellular, 08,373.26
lowE(2)/Clear-LTcellular, 09,351.42
lowE(2)/Clear-LTcellular, 10,292.26
lowE(2)/Clear-LTcellular, 11,196.6
lowE(2)/Clear-LTcellular, 12,164.32
lowE(2)/Clear-VB-15, 01,1552.44
lowE(2)/Clear-VB-15, 02,1048.73
lowE(2)/Clear-VB-15, 03,1110.96
lowE(2)/Clear-VB-15, 04,695.02
lowE(2)/Clear-VB-15, 05,707.67
lowE(2)/Clear-VB-15, 06,729.17
lowE(2)/Clear-VB-15, 07,713.16
lowE(2)/Clear-VB-15, 08,741.44
lowE(2)/Clear-VB-15, 09,848.77
lowE(2)/Clear-VB-15, 10,1149.22
lowE(2)/Clear-VB-15, 11,881.93
lowE(2)/Clear-VB-15, 12,1351.44
lowE(2)/Clear-VB-30, 01,1610.58
lowE(2)/Clear-VB-30, 02,1464.21
lowE(2)/Clear-VB-30, 03,2147.81
lowE(2)/Clear-VB-30, 04,1133.14
lowE(2)/Clear-VB-30, 05,896.6
lowE(2)/Clear-VB-30, 06,936.55
lowE(2)/Clear-VB-30, 07,916.84
lowE(2)/Clear-VB-30, 08,1053.23
lowE(2)/Clear-VB-30, 09,2050.0
lowE(2)/Clear-VB-30, 10,2000.7
lowE(2)/Clear-VB-30, 11,932.53
lowE(2)/Clear-VB-30, 12,1295.97
lowE(2)/Clear-VB-45, 01,1110.41
lowE(2)/Clear-VB-45, 02,1348.43
lowE(2)/Clear-VB-45, 03,2631.22
lowE(2)/Clear-VB-45, 04,1456.67
lowE(2)/Clear-VB-45, 05,952.77
lowE(2)/Clear-VB-45, 06,1035.07
lowE(2)/Clear-VB-45, 07,1006.14
lowE(2)/Clear-VB-45, 08,1211.7
lowE(2)/Clear-VB-45, 09,3042.05
lowE(2)/Clear-VB-45, 10,2157.97
lowE(2)/Clear-VB-45, 11,692.96
lowE(2)/Clear-VB-45, 12,851.06
lowE(2)/Clear-VB-60, 01,524.54
lowE(2)/Clear-VB-60, 02,765.56
lowE(2)/Clear-VB-60, 03,1734.24
lowE(2)/Clear-VB-60, 04,1079.12
lowE(2)/Clear-VB-60, 05,680.32
lowE(2)/Clear-VB-60, 06,823.26
lowE(2)/Clear-VB-60, 07,792.5
lowE(2)/Clear-VB-60, 08,885.99
lowE(2)/Clear-VB-60, 09,2186.0
lowE(2)/Clear-VB-60, 10,1256.3
lowE(2)/Clear-VB-60, 11,363.17
lowE(2)/Clear-VB-60, 12,375.52
lowE(2)/Clear-VB-75, 01,123.93
lowE(2)/Clear-VB-75, 02,209.93
lowE(2)/Clear-VB-75, 03,474.29
lowE(2)/Clear-VB-75, 04,431.49
lowE(2)/Clear-VB-75, 05,296.66
lowE(2)/Clear-VB-75, 06,270.95
lowE(2)/Clear-VB-75, 07,265.09
lowE(2)/Clear-VB-75, 08,359.45
lowE(2)/Clear-VB-75, 09,650.7
lowE(2)/Clear-VB-75, 10,302.53
lowE(2)/Clear-VB-75, 11,111.56
lowE(2)/Clear-VB-75, 12,85.04
lowE(2)/Clear-VB0, 01,995.49
lowE(2)/Clear-VB0, 02,556.44
lowE(2)/Clear-VB0, 03,521.37
lowE(2)/Clear-VB0, 04,518.94
lowE(2)/Clear-VB0, 05,521.81
lowE(2)/Clear-VB0, 06,533.02
lowE(2)/Clear-VB0, 07,518.86
lowE(2)/Clear-VB0, 08,539.55
lowE(2)/Clear-VB0, 09,508.72
lowE(2)/Clear-VB0, 10,473.5
lowE(2)/Clear-VB0, 11,590.03
lowE(2)/Clear-VB0, 12,895.01
lowE(2)/Clear-VB15, 01,501.05
lowE(2)/Clear-VB15, 02,369.47
lowE(2)/Clear-VB15, 03,372.9
lowE(2)/Clear-VB15, 04,384.73
lowE(2)/Clear-VB15, 05,378.68
lowE(2)/Clear-VB15, 06,384.82
lowE(2)/Clear-VB15, 07,373.53
lowE(2)/Clear-VB15, 08,389.74
lowE(2)/Clear-VB15, 09,383.18
lowE(2)/Clear-VB15, 10,341.68
lowE(2)/Clear-VB15, 11,342.11
lowE(2)/Clear-VB15, 12,462.99
lowE(2)/Clear-VB30, 01,193.16
lowE(2)/Clear-VB30, 02,244.12
lowE(2)/Clear-VB30, 03,258.41
lowE(2)/Clear-VB30, 04,256.82
lowE(2)/Clear-VB30, 05,246.97
lowE(2)/Clear-VB30, 06,249.45
lowE(2)/Clear-VB30, 07,241.48
lowE(2)/Clear-VB30, 08,253.23
lowE(2)/Clear-VB30, 09,259.25
lowE(2)/Clear-VB30, 10,234.33
lowE(2)/Clear-VB30, 11,165.7
lowE(2)/Clear-VB30, 12,143.28
lowE(2)/Clear-VB45, 01,121.79
lowE(2)/Clear-VB45, 02,152.14
lowE(2)/Clear-VB45, 03,158.09
lowE(2)/Clear-VB45, 04,152.89
lowE(2)/Clear-VB45, 05,144.55
lowE(2)/Clear-VB45, 06,144.75
lowE(2)/Clear-VB45, 07,139.97
lowE(2)/Clear-VB45, 08,148.08
lowE(2)/Clear-VB45, 09,156.29
lowE(2)/Clear-VB45, 10,144.13
lowE(2)/Clear-VB45, 11,103.71
lowE(2)/Clear-VB45, 12,88.92
lowE(2)/Clear-VB60, 01,68.59
lowE(2)/Clear-VB60, 02,85.3
lowE(2)/Clear-VB60, 03,87.37
lowE(2)/Clear-VB60, 04,84.44
lowE(2)/Clear-VB60, 05,80.01
lowE(2)/Clear-VB60, 06,79.49
lowE(2)/Clear-VB60, 07,76.87
lowE(2)/Clear-VB60, 08,81.75
lowE(2)/Clear-VB60, 09,86.42
lowE(2)/Clear-VB60, 10,80.15
lowE(2)/Clear-VB60, 11,58.05
lowE(2)/Clear-VB60, 12,49.85
lowE(2)/Clear-VB75, 01,28.23
lowE(2)/Clear-VB75, 02,35.96
lowE(2)/Clear-VB75, 03,38.21
lowE(2)/Clear-VB75, 04,38.17
lowE(2)/Clear-VB75, 05,36.7
lowE(2)/Clear-VB75, 06,35.94
lowE(2)/Clear-VB75, 07,34.69
lowE(2)/Clear-VB75, 08,36.91
lowE(2)/Clear-VB75, 09,38.04
lowE(2)/Clear-VB75, 10,34.37
lowE(2)/Clear-VB75, 11,24.05
lowE(2)/Clear-VB75, 12,20.43
lowE(2)/Clear-argon, 01,2044.03
lowE(2)/Clear-argon, 02,1891.4
lowE(2)/Clear-argon, 03,3407.05
lowE(2)/Clear-argon, 04,1722.07
lowE(2)/Clear-argon, 05,948.64
lowE(2)/Clear-argon, 06,966.01
lowE(2)/Clear-argon, 07,960.39
lowE(2)/Clear-argon, 08,1380.08
lowE(2)/Clear-argon, 09,3818.8
lowE(2)/Clear-argon, 10,2787.89
lowE(2)/Clear-argon, 11,1199.85
lowE(2)/Clear-argon, 12,1692.55
lowE(2)/Clear-argon-BBG-15, 01,1495.89
lowE(2)/Clear-argon-BBG-15, 02,1002.27
lowE(2)/Clear-argon-BBG-15, 03,1053.34
lowE(2)/Clear-argon-BBG-15, 04,639.33
lowE(2)/Clear-argon-BBG-15, 05,639.92
lowE(2)/Clear-argon-BBG-15, 06,648.02
lowE(2)/Clear-argon-BBG-15, 07,635.95
lowE(2)/Clear-argon-BBG-15, 08,678.36
lowE(2)/Clear-argon-BBG-15, 09,789.76
lowE(2)/Clear-argon-BBG-15, 10,1083.06
lowE(2)/Clear-argon-BBG-15, 11,847.23
lowE(2)/Clear-argon-BBG-15, 12,1303.96
lowE(2)/Clear-argon-BBG-30, 01,1556.73
lowE(2)/Clear-argon-BBG-30, 02,1405.31
lowE(2)/Clear-argon-BBG-30, 03,2051.25
lowE(2)/Clear-argon-BBG-30, 04,1060.88
lowE(2)/Clear-argon-BBG-30, 05,823.68
lowE(2)/Clear-argon-BBG-30, 06,845.39
lowE(2)/Clear-argon-BBG-30, 07,829.98
lowE(2)/Clear-argon-BBG-30, 08,978.97
lowE(2)/Clear-argon-BBG-30, 09,1954.17
lowE(2)/Clear-argon-BBG-30, 10,1917.67
lowE(2)/Clear-argon-BBG-30, 11,897.07
lowE(2)/Clear-argon-BBG-30, 12,1255.3
lowE(2)/Clear-argon-BBG-45, 01,1086.73
lowE(2)/Clear-argon-BBG-45, 02,1297.61
lowE(2)/Clear-argon-BBG-45, 03,2503.63
lowE(2)/Clear-argon-BBG-45, 04,1326.45
lowE(2)/Clear-argon-BBG-45, 05,825.92
lowE(2)/Clear-argon-BBG-45, 06,883.88
lowE(2)/Clear-argon-BBG-45, 07,862.69
lowE(2)/Clear-argon-BBG-45, 08,1082.44
lowE(2)/Clear-argon-BBG-45, 09,2874.66
lowE(2)/Clear-argon-BBG-45, 10,2062.35
lowE(2)/Clear-argon-BBG-45, 11,677.63
lowE(2)/Clear-argon-BBG-45, 12,832.24
lowE(2)/Clear-argon-BBG-60, 01,498.19
lowE(2)/Clear-argon-BBG-60, 02,741.71
lowE(2)/Clear-argon-BBG-60, 03,1630.62
lowE(2)/Clear-argon-BBG-60, 04,923.28
lowE(2)/Clear-argon-BBG-60, 05,499.83
lowE(2)/Clear-argon-BBG-60, 06,566.08
lowE(2)/Clear-argon-BBG-60, 07,551.08
lowE(2)/Clear-argon-BBG-60, 08,713.44
lowE(2)/Clear-argon-BBG-60, 09,2030.39
lowE(2)/Clear-argon-BBG-60, 10,1201.47
lowE(2)/Clear-argon-BBG-60, 11,350.2
lowE(2)/Clear-argon-BBG-60, 12,352.21
lowE(2)/Clear-argon-BBG-75, 01,107.25
lowE(2)/Clear-argon-BBG-75, 02,169.25
lowE(2)/Clear-argon-BBG-75, 03,386.95
lowE(2)/Clear-argon-BBG-75, 04,309.38
lowE(2)/Clear-argon-BBG-75, 05,163.59
lowE(2)/Clear-argon-BBG-75, 06,134.82
lowE(2)/Clear-argon-BBG-75, 07,136.11
lowE(2)/Clear-argon-BBG-75, 08,235.24
lowE(2)/Clear-argon-BBG-75, 09,531.7
lowE(2)/Clear-argon-BBG-75, 10,234.8
lowE(2)/Clear-argon-BBG-75, 11,95.83
lowE(2)/Clear-argon-BBG-75, 12,73.69
lowE(2)/Clear-argon-BBG0, 01,957.03
lowE(2)/Clear-argon-BBG0, 02,515.68
lowE(2)/Clear-argon-BBG0, 03,469.4
lowE(2)/Clear-argon-BBG0, 04,456.49
lowE(2)/Clear-argon-BBG0, 05,446.81
lowE(2)/Clear-argon-BBG0, 06,446.53
lowE(2)/Clear-argon-BBG0, 07,436.87
lowE(2)/Clear-argon-BBG0, 08,470.98
lowE(2)/Clear-argon-BBG0, 09,462.37
lowE(2)/Clear-argon-BBG0, 10,434.24
lowE(2)/Clear-argon-BBG0, 11,564.55
lowE(2)/Clear-argon-BBG0, 12,866.1
lowE(2)/Clear-argon-BBG15, 01,446.25
lowE(2)/Clear-argon-BBG15, 02,327.2
lowE(2)/Clear-argon-BBG15, 03,325.43
lowE(2)/Clear-argon-BBG15, 04,320.93
lowE(2)/Clear-argon-BBG15, 05,306.94
lowE(2)/Clear-argon-BBG15, 06,303.37
lowE(2)/Clear-argon-BBG15, 07,296.14
lowE(2)/Clear-argon-BBG15, 08,322.79
lowE(2)/Clear-argon-BBG15, 09,331.38
lowE(2)/Clear-argon-BBG15, 10,301.58
lowE(2)/Clear-argon-BBG15, 11,306.53
lowE(2)/Clear-argon-BBG15, 12,420.58
lowE(2)/Clear-argon-BBG30, 01,166.67
lowE(2)/Clear-argon-BBG30, 02,209.73
lowE(2)/Clear-argon-BBG30, 03,212.73
lowE(2)/Clear-argon-BBG30, 04,201.59
lowE(2)/Clear-argon-BBG30, 05,188.1
lowE(2)/Clear-argon-BBG30, 06,183.45
lowE(2)/Clear-argon-BBG30, 07,178.76
lowE(2)/Clear-argon-BBG30, 08,197.53
lowE(2)/Clear-argon-BBG30, 09,211.21
lowE(2)/Clear-argon-BBG30, 10,196.82
lowE(2)/Clear-argon-BBG30, 11,142.85
lowE(2)/Clear-argon-BBG30, 12,122.99
lowE(2)/Clear-argon-BBG45, 01,102.0
lowE(2)/Clear-argon-BBG45, 02,126.07
lowE(2)/Clear-argon-BBG45, 03,123.22
lowE(2)/Clear-argon-BBG45, 04,113.25
lowE(2)/Clear-argon-BBG45, 05,103.66
lowE(2)/Clear-argon-BBG45, 06,99.97
lowE(2)/Clear-argon-BBG45, 07,97.41
lowE(2)/Clear-argon-BBG45, 08,109.19
lowE(2)/Clear-argon-BBG45, 09,120.35
lowE(2)/Clear-argon-BBG45, 10,115.63
lowE(2)/Clear-argon-BBG45, 11,86.53
lowE(2)/Clear-argon-BBG45, 12,74.54
lowE(2)/Clear-argon-BBG60, 01,56.06
lowE(2)/Clear-argon-BBG60, 02,68.77
lowE(2)/Clear-argon-BBG60, 03,66.49
lowE(2)/Clear-argon-BBG60, 04,60.52
lowE(2)/Clear-argon-BBG60, 05,55.33
lowE(2)/Clear-argon-BBG60, 06,53.32
lowE(2)/Clear-argon-BBG60, 07,51.94
lowE(2)/Clear-argon-BBG60, 08,58.31
lowE(2)/Clear-argon-BBG60, 09,64.78
lowE(2)/Clear-argon-BBG60, 10,62.81
lowE(2)/Clear-argon-BBG60, 11,47.24
lowE(2)/Clear-argon-BBG60, 12,40.86
lowE(2)/Clear-argon-BBG75, 01,23.1
lowE(2)/Clear-argon-BBG75, 02,28.74
lowE(2)/Clear-argon-BBG75, 03,28.42
lowE(2)/Clear-argon-BBG75, 04,26.58
lowE(2)/Clear-argon-BBG75, 05,24.41
lowE(2)/Clear-argon-BBG75, 06,23.11
lowE(2)/Clear-argon-BBG75, 07,22.5
lowE(2)/Clear-argon-BBG75, 08,25.5
lowE(2)/Clear-argon-BBG75, 09,27.88
lowE(2)/Clear-argon-BBG75, 10,26.45
lowE(2)/Clear-argon-BBG75, 11,19.55
lowE(2)/Clear-argon-BBG75, 12,16.81
lowE(2)/Clear-argon-HTcellular, 01,534.73
lowE(2)/Clear-argon-HTcellular, 02,706.37
lowE(2)/Clear-argon-HTcellular, 03,800.87
lowE(2)/Clear-argon-HTcellular, 04,891.32
lowE(2)/Clear-argon-HTcellular, 05,893.38
lowE(2)/Clear-argon-HTcellular, 06,912.6
lowE(2)/Clear-argon-HTcellular, 07,877.74
lowE(2)/Clear-argon-HTcellular, 08,883.46
lowE(2)/Clear-argon-HTcellular, 09,833.0
lowE(2)/Clear-argon-HTcellular, 10,694.18
lowE(2)/Clear-argon-HTcellular, 11,461.93
lowE(2)/Clear-argon-HTcellular, 12,383.24
lowE(2)/Clear-argon-LTcellular, 01,228.39
lowE(2)/Clear-argon-LTcellular, 02,299.4
lowE(2)/Clear-argon-LTcellular, 03,337.53
lowE(2)/Clear-argon-LTcellular, 04,376.34
lowE(2)/Clear-argon-LTcellular, 05,377.54
lowE(2)/Clear-argon-LTcellular, 06,387.02
lowE(2)/Clear-argon-LTcellular, 07,372.09
lowE(2)/Clear-argon-LTcellular, 08,373.26
lowE(2)/Clear-argon-LTcellular, 09,351.42
lowE(2)/Clear-argon-LTcellular, 10,292.26
lowE(2)/Clear-argon-LTcellular, 11,196.6
lowE(2)/Clear-argon-LTcellular, 12,164.32
lowE(2)/Clear-argon-VB-15, 01,1552.44
lowE(2)/Clear-argon-VB-15, 02,1048.73
lowE(2)/Clear-argon-VB-15, 03,1110.96
lowE(2)/Clear-argon-VB-15, 04,695.02
lowE(2)/Clear-argon-VB-15, 05,707.67
lowE(2)/Clear-argon-VB-15, 06,729.17
lowE(2)/Clear-argon-VB-15, 07,713.16
lowE(2)/Clear-argon-VB-15, 08,741.44
lowE(2)/Clear-argon-VB-15, 09,848.77
lowE(2)/Clear-argon-VB-15, 10,1149.22
lowE(2)/Clear-argon-VB-15, 11,881.93
lowE(2)/Clear-argon-VB-15, 12,1351.44
lowE(2)/Clear-argon-VB-30, 01,1610.58
lowE(2)/Clear-argon-VB-30, 02,1464.21
lowE(2)/Clear-argon-VB-30, 03,2147.81
lowE(2)/Clear-argon-VB-30, 04,1133.14
lowE(2)/Clear-argon-VB-30, 05,896.6
lowE(2)/Clear-argon-VB-30, 06,936.55
lowE(2)/Clear-argon-VB-30, 07,916.84
lowE(2)/Clear-argon-VB-30, 08,1053.23
lowE(2)/Clear-argon-VB-30, 09,2050.0
lowE(2)/Clear-argon-VB-30, 10,2000.7
lowE(2)/Clear-argon-VB-30, 11,932.53
lowE(2)/Clear-argon-VB-30, 12,1295.97
lowE(2)/Clear-argon-VB-45, 01,1110.41
lowE(2)/Clear-argon-VB-45, 02,1348.43
lowE(2)/Clear-argon-VB-45, 03,2631.22
lowE(2)/Clear-argon-VB-45, 04,1456.67
lowE(2)/Clear-argon-VB-45, 05,952.77
lowE(2)/Clear-argon-VB-45, 06,1035.07
lowE(2)/Clear-argon-VB-45, 07,1006.14
lowE(2)/Clear-argon-VB-45, 08,1211.7
lowE(2)/Clear-argon-VB-45, 09,3042.05
lowE(2)/Clear-argon-VB-45, 10,2157.97
lowE(2)/Clear-argon-VB-45, 11,692.96
lowE(2)/Clear-argon-VB-45, 12,851.06
lowE(2)/Clear-argon-VB-60, 01,524.54
lowE(2)/Clear-argon-VB-60, 02,765.56
lowE(2)/Clear-argon-VB-60, 03,1734.24
lowE(2)/Clear-argon-VB-60, 04,1079.12
lowE(2)/Clear-argon-VB-60, 05,680.32
lowE(2)/Clear-argon-VB-60, 06,823.26
lowE(2)/Clear-argon-VB-60, 07,792.5
lowE(2)/Clear-argon-VB-60, 08,885.99
lowE(2)/Clear-argon-VB-60, 09,2186.0
lowE(2)/Clear-argon-VB-60, 10,1256.3
lowE(2)/Clear-argon-VB-60, 11,363.17
lowE(2)/Clear-argon-VB-60, 12,375.52
lowE(2)/Clear-argon-VB-75, 01,123.93
lowE(2)/Clear-argon-VB-75, 02,209.93
lowE(2)/Clear-argon-VB-75, 03,474.29
lowE(2)/Clear-argon-VB-75, 04,431.49
lowE(2)/Clear-argon-VB-75, 05,296.66
lowE(2)/Clear-argon-VB-75, 06,270.95
lowE(2)/Clear-argon-VB-75, 07,265.09
lowE(2)/Clear-argon-VB-75, 08,359.45
lowE(2)/Clear-argon-VB-75, 09,650.7
lowE(2)/Clear-argon-VB-75, 10,302.53
lowE(2)/Clear-argon-VB-75, 11,111.56
lowE(2)/Clear-argon-VB-75, 12,85.04
lowE(2)/Clear-argon-VB0, 01,995.49
lowE(2)/Clear-argon-VB0, 02,556.44
lowE(2)/Clear-argon-VB0, 03,521.37
lowE(2)/Clear-argon-VB0, 04,518.94
lowE(2)/Clear-argon-VB0, 05,521.81
lowE(2)/Clear-argon-VB0, 06,533.02
lowE(2)/Clear-argon-VB0, 07,518.86
lowE(2)/Clear-argon-VB0, 08,539.55
lowE(2)/Clear-argon-VB0, 09,508.72
lowE(2)/Clear-argon-VB0, 10,473.5
lowE(2)/Clear-argon-VB0, 11,590.03
lowE(2)/Clear-argon-VB0, 12,895.01
lowE(2)/Clear-argon-VB15, 01,501.05
lowE(2)/Clear-argon-VB15, 02,369.47
lowE(2)/Clear-argon-VB15, 03,372.9
lowE(2)/Clear-argon-VB15, 04,384.73
lowE(2)/Clear-argon-VB15, 05,378.68
lowE(2)/Clear-argon-VB15, 06,384.82
lowE(2)/Clear-argon-VB15, 07,373.53
lowE(2)/Clear-argon-VB15, 08,389.74
lowE(2)/Clear-argon-VB15, 09,383.18
lowE(2)/Clear-argon-VB15, 10,341.68
lowE(2)/Clear-argon-VB15, 11,342.11
lowE(2)/Clear-argon-VB15, 12,462.99
lowE(2)/Clear-argon-VB30, 01,193.16
lowE(2)/Clear-argon-VB30, 02,244.12
lowE(2)/Clear-argon-VB30, 03,258.41
lowE(2)/Clear-argon-VB30, 04,256.82
lowE(2)/Clear-argon-VB30, 05,246.97
lowE(2)/Clear-argon-VB30, 06,249.45
lowE(2)/Clear-argon-VB30, 07,241.48
lowE(2)/Clear-argon-VB30, 08,253.23
lowE(2)/Clear-argon-VB30, 09,259.25
lowE(2)/Clear-argon-VB30, 10,234.33
lowE(2)/Clear-argon-VB30, 11,165.7
lowE(2)/Clear-argon-VB30, 12,143.28
lowE(2)/Clear-argon-VB45, 01,121.79
lowE(2)/Clear-argon-VB45, 02,152.14
lowE(2)/Clear-argon-VB45, 03,158.09
lowE(2)/Clear-argon-VB45, 04,152.89
lowE(2)/Clear-argon-VB45, 05,144.55
lowE(2)/Clear-argon-VB45, 06,144.75
lowE(2)/Clear-argon-VB45, 07,139.97
lowE(2)/Clear-argon-VB45, 08,148.08
lowE(2)/Clear-argon-VB45, 09,156.29
lowE(2)/Clear-argon-VB45, 10,144.13
lowE(2)/Clear-argon-VB45, 11,103.71
lowE(2)/Clear-argon-VB45, 12,88.92
lowE(2)/Clear-argon-VB60, 01,68.59
lowE(2)/Clear-argon-VB60, 02,85.3
lowE(2)/Clear-argon-VB60, 03,87.37
lowE(2)/Clear-argon-VB60, 04,84.44
lowE(2)/Clear-argon-VB60, 05,80.01
lowE(2)/Clear-argon-VB60, 06,79.49
lowE(2)/Clear-argon-VB60, 07,76.87
lowE(2)/Clear-argon-VB60, 08,81.75
lowE(2)/Clear-argon-VB60, 09,86.42
lowE(2)/Clear-argon-VB60, 10,80.15
lowE(2)/Clear-argon-VB60, 11,58.05
lowE(2)/Clear-argon-VB60, 12,49.85
lowE(2)/Clear-argon-VB75, 01,28.23
lowE(2)/Clear-argon-VB75, 02,35.96
lowE(2)/Clear-argon-VB75, 03,38.21
lowE(2)/Clear-argon-VB75, 04,38.17
lowE(2)/Clear-argon-VB75, 05,36.7
lowE(2)/Clear-argon-VB75, 06,35.94
lowE(2)/Clear-argon-VB75, 07,34.69
lowE(2)/Clear-argon-VB75, 08,36.91
lowE(2)/Clear-argon-VB75, 09,38.04
lowE(2)/Clear-argon-VB75, 10,34.37
lowE(2)/Clear-argon-VB75, 11,24.05
lowE(2)/Clear-argon-VB75, 12,20.43
lowE(2)/Clear/lowE(5)-argon, 01,1583.6
lowE(2)/Clear/lowE(5)-argon, 02,1448.4
lowE(2)/Clear/lowE(5)-argon, 03,2570.88
lowE(2)/Clear/lowE(5)-argon, 04,1295.07
lowE(2)/Clear/lowE(5)-argon, 05,723.65
lowE(2)/Clear/lowE(5)-argon, 06,737.03
lowE(2)/Clear/lowE(5)-argon, 07,732.73
lowE(2)/Clear/lowE(5)-argon, 08,1044.92
lowE(2)/Clear/lowE(5)-argon, 09,2855.32
lowE(2)/Clear/lowE(5)-argon, 10,2119.46
lowE(2)/Clear/lowE(5)-argon, 11,927.83
lowE(2)/Clear/lowE(5)-argon, 12,1316.52
lowE(2)/Clear/lowE(5)-argon-BBG-15, 01,1161.86
lowE(2)/Clear/lowE(5)-argon-BBG-15, 02,773.31
lowE(2)/Clear/lowE(5)-argon-BBG-15, 03,808.35
lowE(2)/Clear/lowE(5)-argon-BBG-15, 04,493.37
lowE(2)/Clear/lowE(5)-argon-BBG-15, 05,493.44
lowE(2)/Clear/lowE(5)-argon-BBG-15, 06,499.65
lowE(2)/Clear/lowE(5)-argon-BBG-15, 07,490.42
lowE(2)/Clear/lowE(5)-argon-BBG-15, 08,523.46
lowE(2)/Clear/lowE(5)-argon-BBG-15, 09,607.73
lowE(2)/Clear/lowE(5)-argon-BBG-15, 10,831.33
lowE(2)/Clear/lowE(5)-argon-BBG-15, 11,658.8
lowE(2)/Clear/lowE(5)-argon-BBG-15, 12,1016.23
lowE(2)/Clear/lowE(5)-argon-BBG-30, 01,1205.13
lowE(2)/Clear/lowE(5)-argon-BBG-30, 02,1076.97
lowE(2)/Clear/lowE(5)-argon-BBG-30, 03,1553.71
